,Imdb_Id,Title,Plot,Type_x_x,Rated,Year,Released_At,Added_At,Runtime_x,Genre,Director_x,Writer,Actors,Language_x,Country_x,Awards,Metascore,Imdb_Rating,Imdb_Votes,Show_Id,Type_y_x,Director_y,Cast,Country_y,Date_Added,Release_Year,Rating,Duration,Listed_In,Description,ID_x,Year_x,Age_x,IMDb_x,Rotten Tomatoes_x,Type_x_y,Directors,Genres,Country,Language_y,Runtime_y,ID_y,Year_y,Age_y,IMDb_y,Rotten Tomatoes_y,Type_y_y
277,tt7979492,Kim Possible,Heroes Kim and Ron face the problems of starting high school as freshmen when their team gets an addition. Every hero needs a villain and one's just been sprung from prison. Will Kim save the world again or will high school bog her down?,movie,TV-G,2019,15 Feb 2019,"November 12, 2019",86 min,"Action, Adventure, Comedy","Zach Lipovsky, Adam B. Stein","Josh A. Cagan (script), Josh A. Cagan, Mark McCorkle (characters), Mark McCorkle (script), Mark McCorkle, Robert Schooley (characters), Robert Schooley (script), Robert Schooley","Sadie Stanley, Sean Giambrone, Ciara Riley Wilson, Todd Stashwick",English,USA,,,3.6,"2,030",s915,Movie,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",United States,"November 12, 2019",2019.0,TV-G,88 min,"Action-Adventure, Comedy, Coming of Age",Kim Possible and Ron Stoppable take on high school.,,,,,,,,,,,,5411.0,2002.0,all,7.2/10,66/100,1.0
278,tt0756522,Little Einsteins,Four friends go on missions with their ever changing rocket ship. Every mission includes a classic song and a painting.,series,TV-Y,2005–2009,09 Oct 2005,"November 12, 2019",30 min,"Animation, Adventure, Comedy, Family",,"Eric Weiner, Douglas Wood","Aiden Pompey, Jesse Schwartz, Natalia Wojcik, Erica Huang",English,USA,4 nominations.,,6.2,"1,143",,,,,,,,,,,,,,,,,,,,,,,5472.0,2005.0,all,6.3/10,57/100,1.0
279,tt0115269,Mighty Ducks,A team of humanoid duck ice hockey team/freedom fighters fight evil between games.,series,TV-Y7,1996–1997,06 Sep 1996,"November 12, 2019",30 min,"Animation, Action, Comedy, Family, Sci-Fi, Sport",,,"Jeff Bennett, Brad Garrett, Jennifer Hale, Steve Mackall",English,USA,1 win & 3 nominations.,,6.5,"1,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,tt0126170,Recess,"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority.",series,TV-Y,1997–2001,31 Aug 1997,"November 12, 2019",23 min,"Animation, Adventure, Comedy, Family",,"Paul Germain, Joe Ansolabehere","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Pamela Adlon",English,USA,1 win & 13 nominations.,,7.8,"21,355",,,,,,,,,,,,,,,,,,,,,,,5429.0,1997.0,7+,7.8/10,63/100,1.0
281,tt0465327,The Emperor's New School,"Continuation of 2000's The Emperor's New Groove, showcasing Kuzco's attempts to graduate from his kingdom's school, and his former advisor Yzma's evil attempts to keep him from his goal.",series,TV-G,2006–2008,27 Jan 2006,"November 12, 2019",30 min,"Animation, Short, Adventure, Comedy, Family, Fantasy",,Mark Dindal,"J.P. Manoux, Patrick Warburton, Curtis Armstrong, Eartha Kitt",English,USA,4 wins & 3 nominations.,,6.6,"3,977",,,,,,,,,,,,,,,,,,,,,,,5507.0,2006.0,all,6.6/10,53/100,1.0
282,tt0219854,The Kid,An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.,movie,PG,2000,07 Jul 2000,"November 12, 2019",104 min,"Comedy, Family, Fantasy",Jon Turteltaub,Audrey Wells,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin",English,USA,1 win & 3 nominations.,45.0,6.1,"39,194",,,,,,,,,,,,4132.0,2019.0,18+,5.9/10,62/100,0.0,Vincent D'Onofrio,"Biography,Drama,Western",United States,English,100.0,,,,,,
283,tt0103477,The Little Mermaid,The 1989 animated feature adapted by Disney for television in a prequel that leads up to the events of the movie.,series,TV-Y,1992–1994,11 Sep 1992,"November 12, 2019",25 min,"Animation, Adventure, Drama, Family, Fantasy",,Peter S. Beagle,"Jodi Benson, Samuel E. Wright, Edan Gross, Kenneth Mars",English,USA,12 nominations.,,6.8,"3,701",s1224,Movie,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,"November 12, 2019",1989.0,G,86 min,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,,,,,,,,,,,,5486.0,1992.0,all,6.8/10,55/100,1.0
284,tt0097757,The Little Mermaid,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,movie,G,1989,17 Nov 1989,"November 12, 2019",83 min,"Animation, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen (fairy tale), Howard Ashman (additional dialogue), Gerrit Graham (additional dialogue), Sam Graham (additional dialogue), Chris Hubbell (additional dialogue)","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll","English, French",USA,Won 2 Oscars. Another 10 wins & 8 nominations.,88.0,7.6,"227,707",s1224,Movie,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,"November 12, 2019",1989.0,G,86 min,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,,,,,,,,,,,,5486.0,1992.0,all,6.8/10,55/100,1.0
285,tt0923160,Disneyland Around the Seasons,"Walt takes viewers on yet another tour of Disneyland to point out some of the newest additions to the park, including New Orleans Square, It's a Small World and Great Moments With Mr. Lincoln.",episode,,1966,,"November 12, 2019",1 h,"Action, Adventure, Biography, Drama, Family",Hamilton Luske,Larry Clemmons,"Pinto Colvig, Walt Disney, Chet Huntley, Dick Van Dyke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,tt1223236,African Cats,A nature documentary centered on two cat families and how they teach their cubs the ways of the wild.,movie,G,2011,22 Apr 2011,"November 12, 2019",89 min,"Documentary, Adventure","Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Owen Newman (original story), Keith Scholey (original story)","Samuel L. Jackson, Patrick Stewart",English,USA,3 nominations.,61.0,7.6,"6,043",,,,,,,,,,,,8978.0,2011.0,all,7.5/10,61/100,0.0,"Keith Scholey,Alastair Fothergill","Documentary,Adventure",United States,English,89.0,,,,,,
287,tt2458776,Bears,A documentary that follows an Alaskan bear family as its young cubs are taught life's most important lessons.,movie,G,2014,18 Apr 2014,"November 12, 2019",78 min,"Documentary, Family","Alastair Fothergill, Keith Scholey, Adam Chapman(co-director)","Alastair Fothergill, Adam Chapman, Pamela Ribon (narration consultant)",John C. Reilly,English,USA,2 nominations.,68.0,7.4,"6,262",,,,,,,,,,,,8932.0,2014.0,all,7.4/10,63/100,0.0,"Aaron Blaise,Robert Walker","Animation,Adventure,Comedy,Family,Fantasy",United States,"English,Inuktitut,Croatian,Serbian",85.0,,,,,,
288,tt4629266,Born in China,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",movie,G,2016,21 Apr 2017,"November 12, 2019",79 min,Documentary,Chuan Lu,"David Fowler, Brian Leith, Phil Chapman, Chuan Lu","John Krasinski, Claire Keim, Xun Zhou","English, Chinese","UK, China, USA",3 nominations.,57.0,7.2,"3,316",,,,,,,,,,,,9004.0,2016.0,all,7.2/10,60/100,0.0,"Nanfu Wang,Jialing Zhang","Documentary,History",United States,"English,Mandarin",83.0,,,,,,
289,tt1222815,Chimpanzee,A 3-month-old chimpanzee is separated from his troop and is then adopted by a fully-grown male.,movie,G,2012,20 Apr 2012,"November 12, 2019",78 min,"Documentary, Family","Alastair Fothergill, Mark Linfield","Alastair Fothergill (original concept), Mark Linfield (original concept), Mark Linfield, Alastair Fothergill, Don Hahn",Tim Allen,English,"Tanzania, USA",2 nominations.,57.0,7.2,"5,708",,,,,,,,,,,,9032.0,2012.0,all,7.2/10,59/100,0.0,"Alastair Fothergill,Mark Linfield","Documentary,Family","United Kingdom,United States",English,78.0,,,,,,
290,tt0902967,The Crimson Wing: Mystery of the Flamingos,The mysterious lives of flamingos are captured on film with a birds-eye view of the animals living in Africa.,movie,G,2008,25 Sep 2009,"November 12, 2019",78 min,Documentary,"Matthew Aeberhard, Leander Ward",Melanie Finn,"Zabou Breitman, Mariella Frostrup, Karoline Herfurth",English,"USA, UK",1 win & 1 nomination.,,7.3,"1,024",,,,,,,,,,,,9184.0,2008.0,all,7.3/10,52/100,0.0,"Matthew Aeberhard,Leander Ward",Documentary,"United States,United Kingdom",English,78.0,,,,,,
291,tt3660770,Monkey Kingdom,"A nature documentary that follows a newborn monkey and its mother as they struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who ...",movie,G,2015,17 Apr 2015,"November 12, 2019",81 min,Documentary,"Mark Linfield, Alastair Fothergill(co-director)","Mark Linfield, Kate Kondell (narration consultant)",Tina Fey,English,USA,2 wins & 1 nomination.,72.0,7.3,"3,529",,,,,,,,,,,,8982.0,2015.0,all,7.3/10,61/100,0.0,"Mark Linfield,Alastair Fothergill",Documentary,United States,English,81.0,,,,,,
292,tt8080302,Penguins,"A coming-of-age story about an Adélie penguin named Steve who joins millions of fellow males in the icy Antarctic spring on a quest to build a suitable nest, find a life partner and start a family.",movie,G,2019,17 Apr 2019,"April 3, 2020",76 min,"Documentary, Family","Alastair Fothergill, Jeff Wilson",David Fowler,Ed Helms,English,USA,1 nomination.,69.0,6.9,"1,093",,,,,,,,,,,,9119.0,2019.0,all,7.1/10,56/100,0.0,"Alastair Fothergill,Jeff Wilson,Mark Linfield","Documentary,Family","United States,Antarctica",English,76.0,,,,,,
293,tt1222816,Disneynature: Wings of Life,A documentary that delves into the realm of flowers and their pollinators.,movie,G,2011,16 Apr 2013,"November 12, 2019",81 min,"Documentary, Family, News",Louie Schwartzberg,Louie Schwartzberg (story),Meryl Streep,English,"USA, Panama, Mexico",,,7.4,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,tt12100080,Diving with Dolphins,"A documentary showing the making of ""Dolphin Reef""",movie,,2020,03 Apr 2020,"April 3, 2020",79 min,Documentary,Keith Scholey,,"Celine Cousteau, Daniel Rasmussen",English,USA,,,7.4,18,s496,Movie,Keith Scholey,Celine Cousteau,United States,"April 3, 2020",2020.0,G,79 min,"Animals & Nature, Documentary, Family",Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version.,9426.0,2020.0,,7.1/10,42/100,0.0,Keith Scholey,Documentary,United States,"English,French",79.0,,,,,,
295,tt1710295,Doc McStuffins,"""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals.",series,G,2012–,23 Mar 2012,"November 12, 2019",11 min,"Animation, Short, Family, Fantasy, Music, Musical",,Chris Nee,"Lara Jill Miller, Loretta Devine, Robbie Rist, Jess Harnell",English,"USA, Ireland",11 wins & 31 nominations.,,6.8,"1,734",s446,TV Show,,"Kiara Muhammad, Jaden Betts, Jess Harnell, Kimberly Brooks, Lara Miller, Loretta Devine","United States, Ireland","May 22, 2020",2011.0,TV-Y7,5 Seasons,"Animation, Kids, Medical",Doc McStuffins has a clinic for toys in her playhouse.,,,,,,,,,,,,2817.0,2012.0,all,6.6/10,53/100,1.0
296,tt0118998,Doctor Dolittle,A doctor discovers that he can communicate with animals.,movie,PG-13,1998,26 Jun 1998,"April 1, 2020",85 min,"Comedy, Family, Fantasy",Betty Thomas,"Hugh Lofting (stories), Nat Mauldin (screenplay), Larry Levin (screenplay)","Eddie Murphy, Ossie Davis, Oliver Platt, Peter Boyle",English,USA,4 wins & 11 nominations.,46.0,5.4,"89,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,tt0240462,Dr. Dolittle 2,Dolittle must save a forest and a bear's life.,movie,PG,2001,22 Jun 2001,"March 1, 2020",87 min,"Comedy, Family, Fantasy",Steve Carr,"Hugh Lofting (Doctor Dolittle stories), Larry Levin","Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt",English,USA,3 wins & 6 nominations.,49.0,4.7,"40,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,tt0423642,Dog Whisperer with Cesar Millan,Dog lover Cesar Millan has an uncanny ability to rehabilitate problem dogs of all shapes and sizes.,series,TV-G,2004–2016,,"November 12, 2019",110 min,"Family, Reality-TV",,,Cesar Millan,English,USA,Nominated for 3 Primetime Emmys. Another 2 wins & 2 nominations.,,8.0,"2,539",s788,TV Show,,Cesar Millan,United States,"November 12, 2019",2004.0,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,,,,,,,,,,,,,,,,,
299,tt10981266,Dog: Impossible,Dog Behavior Specialist Matt Beisner Take on Some Very Bad Dogs.,series,,2019–,08 Sep 2019,"January 15, 2020",,Reality-TV,,,Matt Beisner,,USA,,,,,s4,TV Show,,Matt Beisner,United States,"September 22, 2021",2019.0,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,,,,,,,,,,,,5584.0,2019.0,,8.2/10,46/100,1.0
300,tt10055028,Dolphin Reef,"Echo, a young Pacific dolphin, seems far more interested in exploring his spectacular coral reef home than learning to survive in it. But lessons from his family may encourage Echo to master his vital role in the marine community.",movie,G,2020,03 Apr 2020,"April 3, 2020",77 min,"Documentary, Family",Keith Scholey,David Fowler,Natalie Portman,English,USA,,79.0,7.6,566,s497,Movie,Keith Scholey,Natalie Portman,United States,"April 3, 2020",2018.0,G,78 min,"Animals & Nature, Documentary, Family",A playful young dolphin named Echo must master his vital role in the coral reef community.,9302.0,2018.0,all,6.8/10,48/100,0.0,"Keith Scholey,Alastair Fothergill","Documentary,Family",United States,English,77.0,,,,,,
301,tt0045696,Don's Fountain of Youth,"The boys are more interested in their comic book than the sights on their Florida vacation. When the car breaks down next to the spring ""mistaken for the fountain of youth"", Donald decides ...",movie,APPROVED,1953,30 May 1953,"April 3, 2020",6 min,"Animation, Short, Comedy",Jack Hannah,Ralph Wright (story),Clarence Nash,English,USA,,,7.4,376,s498,Movie,Jack Hannah,,United States,"April 3, 2020",1953.0,TV-G,6 min,"Animation, Family",Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory.,9312.0,1953.0,,7.1/10,48/100,0.0,"Jack Hannah,Norman Ferguson,Clyde Geronimi,Wilfred Jackson,Hamilton Luske","Animation,Short,Comedy,Family",United States,English,6.0,,,,,,
302,tt0208101,Don't Look Under the Bed,"A teen enlists the help of an imaginary friend named Larry Houdini to deal with a prank-playing bogeyman, who's framing her for his dastardly deeds.",movie,TV-PG,1999,09 Oct 1999,"November 12, 2019",100 min,"Family, Fantasy",Kenneth Johnson,Mark Edward Edens,"Erin Chambers, Ty Hodges, Robin Riker, Steve Valentine",English,USA,1 nomination.,,6.9,"2,421",s789,Movie,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,"November 12, 2019",1999.0,TV-PG,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,9040.0,1999.0,7+,6.9/10,58/100,0.0,Kenneth Johnson,"Family,Fantasy,Horror",United States,English,100.0,,,,,,
303,tt0032401,Donald's Dog Laundry,"Donald Duck builds an automated dog washer while an unsuspecting Pluto naps nearby. When Donald finishes and announces his plan to use Pluto as his test subject, a battle of wills ensues, ...",movie,,1940,05 Apr 1940,"April 3, 2020",8 min,"Animation, Short, Comedy, Family",Jack King,"Carl Barks (story), Ralph Wright (story)","Lee Millar, Clarence Nash",English,USA,,,7.0,572,s499,Movie,Jack King,,United States,"April 3, 2020",1940.0,TV-G,9 min,"Animation, Family",Donald entices Pluto to try his mechanical dog washer. See details for advisory.,9313.0,1940.0,,6.8/10,48/100,0.0,Jack King,"Animation,Short,Comedy,Family",United States,English,8.0,,,,,,
304,tt0030069,Donald's Golf Game,"Donald is golfing, and his nephews are along to ""help."" Between their noise and their practical jokes, Donald isn't having a lot of fun or success with his game.",movie,,1938,04 Nov 1938,"November 12, 2019",8 min,"Animation, Short, Comedy, Family, Sport",Jack King,,Clarence Nash,English,USA,,,6.8,764,s790,Movie,Jack King,,United States,"November 12, 2019",1938.0,TV-G,8 min,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.,9309.0,1938.0,,6.8/10,48/100,0.0,Jack King,"Animation,Short,Comedy,Family,Sport",United States,English,8.0,,,,,,
305,tt0035820,Donald's Tire Trouble,After Donald drives away until blows up to tire and crash to underground.,movie,,1943,29 Jan 1943,"November 12, 2019",7 min,"Family, Comedy, Animation, Short",Dick Lundy,"Carl Barks, Harry Reeves",Clarence Nash,English,USA,,,7.0,416,s791,Movie,Dick Lundy,,United States,"November 12, 2019",1943.0,TV-G,8 min,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,9326.0,1943.0,,6.8/10,47/100,0.0,Dick Lundy,"Family,Comedy,Animation,Short",United States,English,7.0,,,,,,
306,tt0038489,Double Dribble,"It's the big college basketball game; everyone playing looks like Goofy, and he's the only fan of the visiting team P.U.",movie,,1946,20 Dec 1946,"April 3, 2020",7 min,"Animation, Short, Comedy",Jack Hannah,"Bill Berg (story), Milt Banta (story)",Pinto Colvig,English,USA,,,6.9,318,s500,Movie,Jack Hannah,,United States,"April 3, 2020",1946.0,TV-G,8 min,"Animation, Family, Sports",Goofy explores the wonderful world of basketball. See details for advisory.,9283.0,1946.0,,6.8/10,49/100,0.0,"Jack Hannah,Jack Kinney","Animation,Short,Comedy,Family,Sport",United States,English,7.0,,,,,,
307,tt0281905,Double Teamed,Two sisters become world-famous basketball players.,movie,TV-G,2002,18 Jan 2002,"November 12, 2019",120 min,"Biography, Drama, Family, Sport",Duwayne Dunham,"Douglas Penn (story), John Wierick (story), John Wierick (teleplay)","Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy",English,USA,,,6.1,"2,820",s792,Movie,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,"November 12, 2019",2002.0,TV-G,93 min,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,9130.0,2002.0,all,6.1/10,55/100,0.0,Duwayne Dunham,"Biography,Drama,Family,Sport",United States,English,93.0,,,,,,
308,tt0187819,Doug's 1st Movie,Doug and his pal Skeeter set out to find the monster of Lucky Duck Lake.,movie,G,1999,26 Mar 1999,"November 12, 2019",77 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",Maurice Joyce,"Ken Scarborough, Joe Aaron (original characters), Jim Jinkins (creator)","Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman",English,USA,1 nomination.,,5.0,"2,868",s793,Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,"November 12, 2019",1999.0,G,80 min,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake.",9217.0,1999.0,all,5.0/10,51/100,0.0,Maurice Joyce,"Animation,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi",United States,English,77.0,,,,,,
309,tt3593456,"Dr. Oakley, Yukon Vet","Dr. Oakley is the only vet in her area of the Yukon. She treats domestic pets, endangered wildlife, farm animals--basically anything that walks on fours, crawls, flies. All of that- plus she's a wife and a mom of three girls.",series,,2014–,04 Apr 2014,"November 12, 2019",,Reality-TV,,,"Michelle Oakley, Zac Fine",English,USA,,,8.1,323,s39,TV Show,,"Dr. Michelle Oakley, Zachary Fine",United States,"August 18, 2021",2013.0,TV-PG,9 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",,,,,,,,,,,,5534.0,2014.0,all,8.3/10,51/100,1.0
310,tt11151654,"Dr. T, Lone Star Vet","Dr. Lauren Thielen (Dr. T) is back home in Texas to open her very own exotic animal practice, located alongside one of the state's largest and busiest animal hospitals. With the support of ...",series,,2019–,13 Oct 2019,"January 1, 2020",,Reality-TV,,,"Chris Payne Gilbert, Lauren Thielen",English,USA,,,8.9,17,s794,TV Show,,Dr. Lauren Thielen,United States,"November 12, 2019",2019.0,TV-PG,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",,,,,,,,,,,,5665.0,2019.0,,8.4/10,35/100,1.0
311,tt0046932,Dragon Around,"Chip and Dale think they see a dragon coming toward their tree. It's really just Donald with a power shovel, clearing the way for a freeway, but he decides to play along, fitting a welding ...",movie,,1954,16 Jul 1954,"April 3, 2020",7 min,"Family, Comedy, Animation",Jack Hannah,"Nick George (story), Roy Williams (story)","Dessie Flynn, James MacDonald, Clarence Nash",English,USA,,,7.2,345,s501,Movie,Jack Hannah,,United States,"April 3, 2020",1954.0,TV-G,7 min,"Animation, Family",Chip and Dale defend their home against Donald's dragon-like steam shovel. See details for advisory.,9303.0,1954.0,,7.1/10,48/100,0.0,Jack Hannah,"Family,Comedy,Animation,Short",United States,English,7.0,,,,,,
312,tt7823038,Drain Alcatraz,,movie,,2017,19 Dec 2017,"January 1, 2020",45 min,Documentary,Wayne Abbott,Chris Blow,"Clarence Anglin, John William Anglin, Bill Baker, Patrick Barnard",English,USA,,,5.4,13,s584,Movie,Wayne Abbott,"Craig Sechler, Russell Boulter",United States,"January 1, 2020",2017.0,TV-PG,47 min,Documentary,Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets.,9398.0,2017.0,,6.0/10,44/100,0.0,Wayne Abbott,Documentary,United States,English,47.0,,,,,,
313,tt4266692,Drain the Bermuda Triangle,,movie,,2014,07 Dec 2014,"January 1, 2020",44 min,Documentary,Jobim Sampson,"Jobim Sampson, Christopher Blow","Marvin W. Barrash, Eric Berkenpas, Simon Boxall, Thomas M. Iliffe",English,USA,,,6.0,47,,,,,,,,,,,,9399.0,2014.0,,6.4/10,44/100,0.0,Jobim Sampson,"Documentary,Short",United States,English,44.0,,,,,,
314,tt3738576,Drain the Great Lakes,Scientists and film makers take us to the bottom of the Great Lakes and show us what the bottoms are like and go back in history when they formed.,movie,TV-G,2011,01 Dec 2011,"January 1, 2020",47 min,Documentary,"Wayne Abbott, Crispin Sadler","Wayne Abbott, Jeremy Evans, Crispin Sadler","Russell Boulter, Steve Blasco, Tom Farnquist, Russ Green",English,"UK, Canada, USA",,,7.5,10,,,,,,,,,,,,9436.0,2011.0,all,6.8/10,41/100,0.0,"Wayne Abbott,Crispin Sadler",Documentary,"United Kingdom,Canada,United States",English,47.0,,,,,,
315,tt6141006,Drain the Ocean: WWII,"World War II left the greatest-ever number of ships and submarines hidden beneath the waves. Now, as the oceans drain, each vessel reveals its secrets through new data-based 3D ...",movie,TV-PG,2016,19 Sep 2016,"January 1, 2020",44 min,History,Mike Slee,Mike Slee,"Russell Boulter, James Delgado, Herbert Weatherwax, Scott Pawlowski",English,USA,,,7.2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,tt8676618,Drain the Oceans,"By scanning the locations at the bottom of the ocean where sunken ships, treasures and even cities lie, the show tries to answer what they look like, how they got there and if they hide any secrets.",series,TV-PG,2018–,01 May 2018,"November 12, 2019",47 min,"Documentary, History, Mystery",,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, James Delgado, Eric Grove",English,"UK, Australia",1 win.,,7.6,220,s308,TV Show,,Russell Boulter,"United Kingdom, Australia","October 16, 2020",2017.0,TV-PG,3 Seasons,"Docuseries, Historical",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,,,,,,,,,,,,5531.0,2018.0,7+,7.6/10,51/100,1.0
317,tt7964284,Drain the Sunken Pirate City,,movie,,2017,,"January 1, 2020",47 min,,Sophie Elwin-Harris,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, Simon Brown, Peter Francis",English,UK,,,6.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,tt4743564,Drain the Titanic,Computer-generated imagery and other visualization techniques reveal how it would look if all the water was removed from RMS Titanic's final resting place.,movie,,2015,,"January 1, 2020",46 min,Documentary,Jobim Sampson,"Wayne Abbott, Chis Blow (script writer), Christopher Blow, Max Salomon (script writer), Jobim Sampson","Russell Boulter, Brad Cartner, Kenneth Vrana, James P. Delgado",English,"UK, Canada, USA",,,5.7,41,,,,,,,,,,,,9349.0,2016.0,,6.4/10,46/100,0.0,Wayne Abbott,Documentary,"United Kingdom,Canada,United States",English,46.0,,,,,,
319,tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,"Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp.",movie,G,1990,03 Aug 1990,"November 12, 2019",74 min,"Animation, Adventure, Comedy, Family, Fantasy",Bob Hathcock,Alan Burnett (animation screenplay),"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini",English,"France, USA",1 nomination.,,6.9,"24,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,tt1537759,Dug's Special Mission,"Alpha, Beta, and Gamma try to keep Dug out of their way while they hunt for Kevin the Snipe. However, their instructions for his ""very special mission"" keep backfiring on them.",movie,TV-PG,2009,10 Nov 2009,"November 12, 2019",5 min,"Animation, Short, Comedy, Family",Ronnie Del Carmen,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",English,USA,,,7.0,"5,161",s796,Movie,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",United States,"November 12, 2019",2009.0,TV-PG,6 min,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.,8977.0,2009.0,all,7.0/10,61/100,0.0,Ronnie Del Carmen,"Animation,Short,Comedy,Family",United States,English,5.0,,,,,,
321,tt3861390,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",movie,PG,2019,29 Mar 2019,"November 12, 2019",112 min,"Adventure, Family, Fantasy",Tim Burton,"Ehren Kruger (screenplay by), Helen Aberson (novel), Harold Pearl (novel)","Colin Farrell, Michael Keaton, Danny DeVito, Eva Green","English, French","USA, UK, Australia, Canada",3 wins & 12 nominations.,51.0,6.3,"58,882",s797,Movie,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada","November 12, 2019",2019.0,PG,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,8737.0,1941.0,all,7.2/10,75/100,0.0,Tim Burton,"Adventure,Family,Fantasy","United States,United Kingdom,Australia,Canada","English,French",112.0,,,,,,
322,tt7008868,Earth Live,"Jane Lynch and Phil Keoghan take viewers on a journey around the world, focusing on some of the most spectacular wildlife.",movie,,2017,09 Jul 2017,"November 12, 2019",,Documentary,Glenn Weiss,"Lewis Friedman, Ann Slichter, Grant Taylor","Jane Lynch, Phil Keoghan",English,USA,,,5.6,24,s799,Movie,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",United States,"November 12, 2019",2017.0,TV-PG,94 min,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world.",9498.0,2017.0,,5.2/10,33/100,0.0,Glenn Weiss,Documentary,United States,English,,,,,,,
